R,I,A,S,E,C,career,interest_label
3.498285255289724,3.766752310385901,3.320239897600412,1.9047484470010945,2.1620285141107805,2.426154305092166,Full Stack Developer,Technical
3.0426047248169503,2.5044320145496384,2.906551920919008,1.18476337814243,2.602997258273408,3.388703676382256,Full Stack Developer,Technical
3.2333354909830403,4.76050311357969,2.525541739587581,2.873681598957779,2.4660957821301923,2.8817223563905268,Full Stack Developer,Technical
3.567810073591472,3.446853243794183,2.587742919236163,1.6957051383801498,1.7355111459679924,2.4717211786198736,Full Stack Developer,Technical
3.6115415335476624,3.870572799815084,3.17625248417844,1.7148243167931598,1.0896983497257415,3.135028679195711,Full Stack Developer,Technical
2.043872512290112,3.965682976957266,2.3158424805835947,2.993637999615404,2.4556813610873607,3.05287689563574,Full Stack Developer,Technical
3.631853338827334,3.576842011267132,3.2717396893350466,2.099905216859357,2.132010040666835,3.636176750053384,Full Stack Developer,Technical
3.366246051389901,4.144361831412511,2.172556281885852,1.519976852360268,1.938645533202138,3.046686187138325,Full Stack Developer,Technical
2.434898137663038,5.0,3.758197027626786,2.3010591601962416,2.0360184306418723,2.893895515049424,Full Stack Developer,Technical
2.5240407699888823,4.038740259259432,3.1288762700713755,1.3791197122591878,2.1670882086224488,2.9223704755876256,Full Stack Developer,Technical
2.0460962210613047,3.569807494610249,2.793197233289178,2.9438438286700954,2.2782765622668792,2.3322592154500543,Full Stack Developer,Technical
3.2430181447088184,3.2263480055308174,3.5413455269435365,1.7644376740910608,1.9531819056304145,3.662898323771095,Full Stack Developer,Technical
2.3564182157078752,3.3014409074435043,2.7082003368269976,2.5191894255096585,1.240326962261579,1.5839222009447156,Full Stack Developer,Technical
2.7744205707955008,4.27587039995546,3.6001308748694147,1.7684193189573003,1.7942866964419988,3.576950367127873,Full Stack Developer,Technical
2.065129150152289,3.805739612408496,3.095211944962529,2.224609360642517,1.7450966534045589,3.0172205058529205,Full Stack Developer,Technical
1.7558363232935053,3.670875793833076,3.2267543562772336,1.5088529828726602,2.0294921107947985,3.223436250401349,Full Stack Developer,Technical
2.828725399571117,4.085231885498286,2.518633717357694,1.8966943601519768,2.305108084794611,3.078486480484217,Full Stack Developer,Technical
2.706734365218032,4.1121082021453965,3.357304895318309,1.0,2.579537032477949,2.831872630659464,Full Stack Developer,Technical
3.2127449666201158,4.598623461822614,2.314163151384767,1.6452794987862267,1.855725652062148,2.608123239437786,Full Stack Developer,Technical
3.867468287918405,3.571613953086604,2.722226610256566,2.1021945158014885,1.3989252369619556,2.802159644121868,Full Stack Developer,Technical
3.1587266306250874,3.833569797808744,2.953306570550026,1.7353339437758146,1.2427648454096163,3.1607966056696197,Full Stack Developer,Technical
3.8774665358236207,4.009200815391719,3.112632058623775,2.3463613775584298,1.3653347517266503,3.851257329064803,Full Stack Developer,Technical
3.101164398211401,4.815928449544554,2.633483502238005,2.9090309612789125,2.387577747017392,3.276520042926179,Full Stack Developer,Technical
3.117012227176574,3.875735690962775,3.6002658292369363,2.0701799349240235,1.0164651482064238,2.4414067691464987,Full Stack Developer,Technical
2.907077123903626,4.154999491582777,2.971705755550052,2.6094853948968315,1.0244490679806877,3.07179396825258,Full Stack Developer,Technical
2.0910103873064227,4.3798561477420845,2.9527706427789986,2.209804986012059,1.568058519705117,3.639732465828875,Full Stack Developer,Technical
3.520862332029425,4.291772151505944,2.93524137656828,2.289928642647566,1.6465537160063255,3.4277778295103563,Full Stack Developer,Technical
3.8247404471619606,4.535305279989593,2.635198765096295,2.180708658636552,1.353429228120676,3.286195155587838,Full Stack Developer,Technical
3.225301706431269,3.065091830233918,2.419108078043818,1.8584305516281163,1.849570126429587,2.395261532290597,Full Stack Developer,Technical
3.194489364676092,4.125736804470256,2.9028654340107405,1.6221042499208185,2.524353563208282,3.827703556544148,Full Stack Developer,Technical
2.7582192580767315,3.6939165414225896,3.245603832705998,1.820985310126507,1.9303013996683829,3.369826575862336,Full Stack Developer,Technical
2.0453219562463536,4.659151162426335,3.0363402621646705,1.79425342771891,1.955382922889276,2.9812146775102595,Full Stack Developer,Technical
2.134399348277537,4.747469113726618,3.0206628161353093,2.221501065223688,2.4757748852870214,2.48941877121985,Full Stack Developer,Technical
3.2367359495176142,3.866179454550603,3.423385387608247,1.0,1.9504528498793652,2.698589672108019,Full Stack Developer,Technical
3.216131475317077,4.235022093684101,2.646187052588987,1.6439130679119782,1.9446673157213352,2.551678886342396,Full Stack Developer,Technical
3.4209918477260635,3.8153963997762768,1.5465058903391793,1.812588971689097,1.480728089578014,2.1843620922695277,Full Stack Developer,Technical
2.3812866808887136,4.054704235916485,3.664320414124116,2.15659223693249,1.6967483058921302,3.2279520975853515,Full Stack Developer,Technical
2.770454844890504,3.652699815418428,2.422818665883508,1.1240855966241403,1.8050381467202772,3.079026744960066,Full Stack Developer,Technical
2.951688164992555,3.792016536026321,2.5271269696516097,2.3041230958424843,1.3414340400267075,3.388013956921738,Full Stack Developer,Technical
2.498891490536637,3.6237823813234815,2.2666074046921616,1.7492989265571817,2.487656229238989,3.2578140442219783,Full Stack Developer,Technical
3.489211056014017,4.261071272966968,2.448165085734815,1.8346053878362212,1.6099004354412687,3.66528745201952,Full Stack Developer,Technical
2.4016056767868443,4.446848844694555,3.4464769350543847,2.914810100858044,1.7951567036852514,3.356161079790081,Full Stack Developer,Technical
4.140825918269421,3.691179161533152,2.2324798762338203,1.0599949830461182,2.356356014430665,2.058424895970708,Full Stack Developer,Technical
2.8138404735310387,4.21865659351948,3.092587768414957,2.212722432092086,2.111144927900427,3.6394329066566966,Full Stack Developer,Technical
2.5238418096306017,3.6615024307707342,2.613670277364588,2.415095905931305,2.450199294197532,3.2256126596592543,Full Stack Developer,Technical
3.591746833444964,3.4109795663118097,3.8336120557755686,2.761619310856129,2.3678109986228733,3.89089945438553,Full Stack Developer,Technical
2.1716883961611133,3.737775931868674,2.632348269659024,2.360739661878672,1.4749296301989272,3.3787475746687425,Full Stack Developer,Technical
3.685268071998357,4.347601450041999,3.1418755118307504,1.5060633295496255,1.5765745169373178,3.624809452648333,Full Stack Developer,Technical
3.3896745019526664,3.980490240311228,2.7910452271170545,1.0,1.4645737906577807,3.9557095435698617,Full Stack Developer,Technical
2.3597722144987667,4.09473991061054,3.5037219865975997,1.372538665998854,2.092355237390542,3.4689577687553275,Full Stack Developer,Technical
3.006249660953625,5.0,2.165700370560902,2.52936426494194,1.913599131301768,3.3859600774183374,Full Stack Developer,Technical
3.220653575849623,3.6334219014450015,3.11449819622967,1.0710492743008564,2.301623750285697,3.1490792329952626,Full Stack Developer,Technical
3.3193300843215514,4.529059162543575,3.1838099201048555,2.074044709899138,1.559465831669354,2.6438896181754745,Full Stack Developer,Technical
3.5933673100886656,4.718167702852989,2.880944781843973,2.023001373626637,1.5476928125031169,3.5863784226337225,Full Stack Developer,Technical
3.332708411845889,4.970608718231874,2.5608384614101305,1.8109960504908915,2.115722961262786,3.323244768862885,Full Stack Developer,Technical
2.892166181226184,3.5635194547731497,3.440703764461785,2.3605676812727907,1.5418629497181375,3.677721400552748,Full Stack Developer,Technical
3.585099354598302,4.067148248623896,3.039798931188018,2.2770288855579537,1.569148464871871,3.015015739582041,Full Stack Developer,Technical
1.9238082276954096,4.438227822751468,2.2192533887790704,2.7517099142145,1.834939953016775,2.894166509034412,Full Stack Developer,Technical
2.686133046957748,3.855980563038962,3.709265672574018,1.0,2.638482693044094,3.169011740550854,Full Stack Developer,Technical
2.396489176071392,3.462343803475381,3.838196513604101,1.5272465600286345,1.4233247447020203,3.5686572711823645,Full Stack Developer,Technical
3.169276438142957,3.5310372117318005,3.1083124877023094,1.4871236581798613,2.5504106992113025,3.5306854824365668,Full Stack Developer,Technical
3.2660030994109714,4.180830530623508,3.880594062433687,1.9998431636941127,1.4090629372895993,3.224736956416153,Full Stack Developer,Technical
4.043023524768557,3.492620253407074,2.819268616653007,2.208223019050726,1.9730475754971304,2.508848209811343,Full Stack Developer,Technical
3.5609289281152354,5.0,3.0980657295119536,1.547965855132,1.2255197374732625,3.1289879906105904,Full Stack Developer,Technical
3.551938671658129,4.237583873247691,2.998798079540573,1.705364174105347,1.4539181836409552,3.417375663162441,Full Stack Developer,Technical
3.4568858106927927,3.227135106654633,3.7949194890903417,2.287035610447001,2.6997973225728966,2.3289361257574424,Full Stack Developer,Technical
2.3170879222922807,3.925515345116352,3.251392213447597,2.898180411463482,2.353039456907566,2.8786593615939835,Full Stack Developer,Technical
2.486815396167054,4.615000286359575,2.5176472871246425,2.814234277386161,1.8578076751967452,3.795291036308925,Full Stack Developer,Technical
3.339465645029639,3.931502255278771,2.7403018140869366,1.82954606132696,2.214158346187619,3.0385782481088586,Full Stack Developer,Technical
2.703094295965648,3.917184294841184,3.039288514859575,1.0,2.229084057394349,2.5101393876415967,Full Stack Developer,Technical
2.4233337983971275,3.156327826444645,2.1030537510660547,1.3222762484438553,1.6454895211847549,3.976629568763284,Full Stack Developer,Technical
2.737060162052398,4.088875053134016,3.200240693253164,2.0655325931079243,1.9612782696370032,2.4023531182003777,Full Stack Developer,Technical
3.725463774139606,4.903598321818943,2.158670652938657,1.4879857045568103,1.860094828811497,2.5177311025449045,Full Stack Developer,Technical
3.2529827767279325,3.6358638987966936,4.082528033903301,2.595274297171798,2.1062870153161075,3.513493131659866,Full Stack Developer,Technical
3.5529502121786543,3.7180262559708783,2.591891377729018,2.039071531484824,2.430818062248972,3.069530199326709,Full Stack Developer,Technical
2.211501758904501,3.5985877780245787,2.963013568202811,1.962167197837085,2.986271088394904,2.307006028800501,Full Stack Developer,Technical
3.2527946209179373,4.744556554164145,4.135724872711398,1.7978012884080194,2.2457147263601,3.284880178599324,Full Stack Developer,Technical
3.097740865776645,3.950577399380347,3.2179876947500228,1.0,2.341034745031316,3.0630889518309834,Full Stack Developer,Technical
2.8887625516108675,5.0,2.662532990604724,1.7984620054674847,2.995776651102367,2.583969347575072,Full Stack Developer,Technical
2.7249423585317305,3.926487288284575,3.4203672410647745,2.1039012536766566,1.353687326423869,2.733915718436405,Full Stack Developer,Technical
2.696322783393894,3.961389477388477,3.2129218293149147,2.209102877943986,1.111994122975799,3.531970493780428,Full Stack Developer,Technical
3.126284422998312,4.692266023796953,3.222099163645336,2.550661478867881,2.2332726557250635,3.673112878101374,Full Stack Developer,Technical
3.2611253180088893,3.951042376778548,4.136217360223441,2.444518561139946,2.2868722105022066,2.361847791730832,Full Stack Developer,Technical
2.355846191268231,4.146357741070927,3.07276059888412,1.692938717495842,2.07049134980603,3.7943134640217977,Full Stack Developer,Technical
3.3477012372751496,3.429495745123631,2.944245586428528,1.5975167595737196,1.8061500417957197,2.7931921671851785,Full Stack Developer,Technical
2.761177208697997,3.3724323140133023,2.936172659240905,1.719696181576345,1.0,4.026486012250832,Full Stack Developer,Technical
3.544384827108336,3.811849637537502,3.009409524870299,1.4141728263412192,2.847861438905433,3.948644347386556,Full Stack Developer,Technical
3.0783468641232625,4.511765322092672,3.0876433894669617,1.331637280562035,1.7940883155181713,3.0659639833859784,Full Stack Developer,Technical
2.772726140628278,3.890673361282482,2.954300221245443,1.9595607510672692,2.0261292452487414,2.4696974668016995,Full Stack Developer,Technical
2.641491925436032,3.357707867150016,3.4889077748431,1.0,2.5767951716584627,3.6931746986314216,Full Stack Developer,Technical
2.848909706508689,2.6984314560863507,2.819344719016355,1.9679079193555904,1.4947008900355434,2.7423908030958786,Full Stack Developer,Technical
3.765097599431676,4.33246358115087,2.53771794281095,1.201200415202284,1.8364913411951145,2.893271610324781,Full Stack Developer,Technical
3.2480995936816583,3.7323416437161705,3.255749787680931,2.967577020030115,2.407750511222132,2.9759557463346136,Full Stack Developer,Technical
2.9084247644733527,3.821663432910064,3.590320456226072,1.6863432770243485,2.022611354499991,3.0255989509405428,Full Stack Developer,Technical
2.749107903594234,3.3137672260579496,3.161487251808834,1.969498014072308,2.2501202347182847,2.7331998467804164,Full Stack Developer,Technical
3.610410649406524,3.5616131093940777,3.8560201420089455,1.126181745085869,2.2173850322784454,3.2377153412633115,Full Stack Developer,Technical
2.602221466029559,4.212196968930506,3.63975933488008,1.0,2.2513724037454077,1.7533645898349612,Full Stack Developer,Technical
2.517167598238396,4.814583182450472,2.709108983303973,1.4130600177955135,1.901031135507659,4.0339531690817765,Full Stack Developer,Technical
2.084158876396987,3.474345044180328,3.748715841589813,2.928851171768866,1.948284387854858,2.380473648736679,Full Stack Developer,Technical
4.04792175090458,4.797221195874599,3.3394734938811164,1.59379882553129,1.9754853295809816,2.9198199594775844,Full Stack Developer,Technical
3.165425652307789,4.725500719065668,3.439708520568701,1.4613119615076209,2.688248225009769,3.1565660700065776,Full Stack Developer,Technical
3.343532897929458,4.733270429639301,2.4442098752432244,1.9820872106467688,1.7342727243203924,2.216070287317272,Full Stack Developer,Technical
3.17335498880246,5.0,2.0799611277471235,1.983859694475265,2.3202714675373866,3.0615391008280906,Full Stack Developer,Technical
2.9434359737421296,3.350391818277088,3.1163933714700818,1.6216180114920369,1.0,3.597296110256865,Full Stack Developer,Technical
3.479192909921021,4.02583048842554,3.1145373441028514,2.537159006357781,2.112169828389041,3.4520087773806574,Full Stack Developer,Technical
2.8512588995630748,4.655991869286973,3.160392862966342,2.097025971802937,1.364969455643984,3.143477927150854,Full Stack Developer,Technical
2.584022541252774,3.6808586367357528,2.59231218584194,1.4668825340503877,3.062385701508481,3.665669530994202,Full Stack Developer,Technical
3.9601837510721305,3.388552490222218,3.035626874955446,1.3532461873979522,1.652152561401468,2.5409365082917126,Full Stack Developer,Technical
3.619792003220781,3.80188516094912,3.5341896668470083,2.302060444794259,3.1518193760523943,2.2602778884301378,Full Stack Developer,Technical
3.6296166198933992,4.573220435200364,2.513310580986482,2.50356666823658,2.1680724815131143,2.8862618700232963,Full Stack Developer,Technical
1.5880322565140002,2.640445274275407,5.0,2.0003414094787413,2.391065000765729,1.6045503091662234,Mobile App Developer,Technical
1.6100735268891806,3.540992404624971,3.3252118942242337,1.7923931160473645,2.017013705536116,2.0556863009200264,Mobile App Developer,Technical
1.9104533574919216,3.1979098905479617,4.346427877908906,2.367318772729665,1.5070980956660869,1.8579224510356012,Mobile App Developer,Technical
2.597381430938469,3.447323593786936,3.313570274259468,2.175739950176101,1.0108873753125949,2.023467451030185,Mobile App Developer,Technical
2.9488835083729885,2.526053641365507,3.582838477254209,2.38201489078643,1.228599242395177,1.6836224850574806,Mobile App Developer,Technical
2.2982205687908763,2.6828570761552983,3.882015006394514,2.372092855157517,2.2107730417682805,2.133409198147701,Mobile App Developer,Technical
1.8304388603649808,3.185030557634477,3.9381336599501218,2.2289028049628925,1.751533987441011,1.908715512810229,Mobile App Developer,Technical
1.5050211037239931,2.982496194996882,3.5944995681855776,1.4429767749190034,2.129330573927694,2.10636988792883,Mobile App Developer,Technical
2.3914368674742863,2.7844372152124506,4.2040264234183775,2.275398786136832,2.222386903915797,1.587173158598929,Mobile App Developer,Technical
2.0746817411355947,3.182070148027331,4.003589233453971,1.0,2.08024481198674,3.106265519698621,Mobile App Developer,Technical
1.8199803656215088,2.6359614510723395,4.1866742798557,2.156189105233286,2.5963675827082078,1.371065922045556,Mobile App Developer,Technical
2.3656901262874963,3.295211030625732,3.928926731529727,2.169343658960845,2.5147287407991787,2.436157690014225,Mobile App Developer,Technical
1.4284903439631358,3.410079093377742,3.9676556974837407,2.0364370490077577,2.036598495500847,1.92487850560087,Mobile App Developer,Technical
2.5958537485535325,2.958141020075394,3.440226935808416,1.803235072015136,2.089347358405238,2.614607392148525,Mobile App Developer,Technical
2.3015473424744166,2.574732360626478,5.0,2.13238765548899,2.6376953689995077,1.924142783211385,Mobile App Developer,Technical
2.266679622352725,3.4197342522592025,4.609097355877128,2.5286841526891126,2.436098500036489,1.8424566344029456,Mobile App Developer,Technical
1.7141269790219693,3.1663037551620987,4.466564036170535,1.8886396496116964,2.532585982857193,2.7263083727430897,Mobile App Developer,Technical
1.54183954046329,2.58153964810186,3.929812470547332,2.153806334094598,1.7377164931164746,2.676101339433572,Mobile App Developer,Technical
2.212033430759225,3.0197235241203697,3.282045238065736,1.3420920917862464,2.140504625140903,1.0,Mobile App Developer,Technical
2.506318704822036,2.92092307781384,5.0,3.1539581253080557,1.9092754653762416,1.9468314987343425,Mobile App Developer,Technical
2.497790757001015,3.851586304959019,3.180985471281992,1.1068122673226566,1.6889825972228092,2.2913687915869323,Mobile App Developer,Technical
2.2484367952537987,3.534885727491925,3.400151235817346,1.0,2.4290070976510725,1.5859018635173827,Mobile App Developer,Technical
1.0,3.072531872979691,4.396587844109339,1.938971433939361,1.771075806908755,1.9203188839270464,Mobile App Developer,Technical
1.8147086187996089,2.3259764440299167,3.642659661504784,2.2606399525069074,2.16083927068825,2.08402990298341,Mobile App Developer,Technical
1.5024257590733103,2.9092484189321666,2.9114674767785726,2.089238331942695,2.714428853906784,1.2629339339789472,Mobile App Developer,Technical
1.7070361633411224,3.164553389355065,4.626421317213742,1.7758876918499251,1.6538748353670518,1.0155384287919584,Mobile App Developer,Technical
2.051719064654053,4.021038020071872,4.138679230982338,1.9888605104081436,2.1610411553834927,1.994453998025699,Mobile App Developer,Technical
1.5934928138699351,3.4116399578388528,4.112880761555878,2.0088066259668285,1.512316986360875,2.65175396596738,Mobile App Developer,Technical
2.332351372666555,2.723539581316349,4.500912426840968,1.7512145808073964,1.6089982537444816,1.6201484412598566,Mobile App Developer,Technical
1.1144657234559543,3.235771190209103,3.084427560830825,1.3857780843671188,1.0,1.9569651536045531,Mobile App Developer,Technical
1.924839769864064,2.836651893406818,3.478711152664712,1.41388312328168,2.232184931773287,1.724724034145756,Mobile App Developer,Technical
2.1581791607680723,2.557375656937889,4.090531371385541,2.651639018658032,2.293082900196392,1.79379309089176,Mobile App Developer,Technical
2.1285994851779635,2.8796674127348934,4.0039400923473645,1.837194473925748,1.9178323970573043,2.106046676537088,Mobile App Developer,Technical
1.5033206502090246,2.4920605865050107,3.3057287230843944,1.199864447748145,1.3913586538897604,2.0797312534020644,Mobile App Developer,Technical
1.553606242254058,3.2568072321155483,4.017356874376281,1.0157478932809731,2.327487792110845,2.405399322795855,Mobile App Developer,Technical
1.503068662582573,3.210095771447496,3.5717508812954004,2.048835188374168,1.3677507965225173,1.1034467737327116,Mobile App Developer,Technical
1.808591405193516,2.938135526862582,3.801160153192698,1.4079847208887202,1.8000504689344314,2.134647376290367,Mobile App Developer,Technical
1.9775534849387315,3.0912505152996066,3.664942399772884,2.58585895735808,1.4119133317226096,2.2437801485433595,Mobile App Developer,Technical
2.590945546479981,3.240454046374448,3.898737886467585,1.7358514766685105,2.518043825523128,1.2885125373691635,Mobile App Developer,Technical
1.5149378698101783,2.8012211172541392,4.618826878755999,2.189883818020448,1.5159771207448771,1.844846147307548,Mobile App Developer,Technical
1.692838427951853,2.6451055038832325,4.48944477927839,1.3141284353682472,2.8043904278671867,2.414114845092312,Mobile App Developer,Technical
2.545430835301849,2.768530243987371,3.925029640460445,1.283424092737644,1.7376687964665984,2.2468274238215757,Mobile App Developer,Technical
2.648031530890698,2.4464215915987744,3.817247031507367,1.9243503898837389,1.3021053989037574,2.2956746208792,Mobile App Developer,Technical
1.6380048341286957,2.902304824411488,3.774025314044061,1.6053307471401628,1.9964775072597227,1.8921952107159887,Mobile App Developer,Technical
1.8140710588606672,2.6357691891598285,4.159762335391478,2.8268086342461425,2.069943616419564,2.4980591074555645,Mobile App Developer,Technical
1.304889037423269,3.0788807196468846,3.4513158405144666,1.2615375362340493,1.6303142962704815,2.5959496672067863,Mobile App Developer,Technical
2.4750079143348227,3.1215023610272,3.2336497200550345,1.901859674306032,2.150850004450868,2.087768114789299,Mobile App Developer,Technical
1.0781032082596271,2.554841075990064,3.9679611179256415,2.268145454758595,1.0,1.9189380122600708,Mobile App Developer,Technical
2.071524384939476,3.4248059942581066,4.346428792118719,2.2912856594044024,1.600029746649033,1.0459989314383462,Mobile App Developer,Technical
1.8034736214692997,3.50081591260428,4.696727263762216,2.355274551148893,2.214670411400867,2.1898198241929827,Mobile App Developer,Technical
1.7219406266196098,2.93496985322319,4.834534762913165,1.5287209971040618,2.807389395354926,1.8389859227539709,Mobile App Developer,Technical
2.6627160545475395,2.2965924952512307,4.292952100582324,1.631614932026189,1.292366404037906,2.109267021205473,Mobile App Developer,Technical
2.5047358942979843,2.577529280703252,3.2504920197708,1.9540776178325223,1.9562823356114092,2.274159813777249,Mobile App Developer,Technical
2.474797285682244,2.970292409363753,4.927751657397131,2.112117372267646,1.8267867469965504,1.194216320448586,Mobile App Developer,Technical
1.868670239841916,2.831806527294432,4.480152398140735,2.231241812033427,1.4103154391836914,2.0861271932055185,Mobile App Developer,Technical
2.3357655858645265,3.764015679693917,4.443751983707029,2.380423327155739,2.0300429973075818,2.1941560027117246,Mobile App Developer,Technical
2.6247524503530792,2.333611301260176,3.825280336391522,1.6137156256218796,2.1895765593630623,2.615111087825394,Mobile App Developer,Technical
1.701512856639463,1.804847816265281,3.793889627487765,2.4567368660087032,2.26881495147494,2.214093123905288,Mobile App Developer,Technical
1.86000334906276,2.360484631890107,4.257647160812233,1.5828590949826875,3.092048366690228,2.285253604177258,Mobile App Developer,Technical
1.7096758487230246,2.694307376305686,3.9535278966932057,1.880249038989125,2.5584168877649773,2.093208084872024,Mobile App Developer,Technical
1.634184130545736,3.9452203425778913,4.024654165760111,2.3844198379844483,1.6958867462776204,2.1815578138722618,Mobile App Developer,Technical
2.1555549955715976,2.0551753539519235,5.0,2.6453222304612733,1.8014023419270062,1.4488651297720725,Mobile App Developer,Technical
2.173780806901776,3.0433488497071983,4.177834474281615,2.095788698097045,2.253120494652963,2.723652849695904,Mobile App Developer,Technical
2.284051602564323,2.4751722505450293,4.681281426356226,2.820307281744144,3.5760283672560425,1.4382529833802011,Mobile App Developer,Technical
2.1214410065751377,1.9589506484055064,4.276574578189605,1.7258998509166137,2.9617228974124767,1.612692514990709,Mobile App Developer,Technical
1.1554084810163692,2.7643681296487403,3.0122561143914317,2.375549727253655,1.0,2.0142287905915794,Mobile App Developer,Technical
1.0,2.839851097731679,4.821689077902267,2.1803239457178973,1.568253197517533,1.984398255530458,Mobile App Developer,Technical
2.009008436022224,3.236315172921703,3.316570818359587,2.296283636923665,1.0,1.6850577238180948,Mobile App Developer,Technical
1.7558630787742278,3.316663413035619,4.0113154263384345,1.2972184730718568,1.5075034370914924,2.0993400047737034,Mobile App Developer,Technical
1.9604663290677216,2.710437945182127,3.7595831052440105,2.3480839985796447,1.7411537135653927,1.9559543779854636,Mobile App Developer,Technical
3.084968294040271,2.2881586815580386,3.074078634212671,2.3917948323993032,1.6606784693529484,1.84088123612869,Mobile App Developer,Technical
1.609421810934443,2.870099929616244,4.79926905604817,2.40106422930906,2.4311117559434887,1.2918864721036774,Mobile App Developer,Technical
1.4244231317235654,1.5804606702572863,3.595309589458623,2.478351593192829,2.258473257874185,1.889243368523938,Mobile App Developer,Technical
1.9888498581409733,2.655557228712297,4.102379441200892,2.3829391397403072,1.1920566062947635,2.149823843918674,Mobile App Developer,Technical
2.4662174354773336,2.7924498555183157,4.350350306060292,3.4073272222362765,1.947828603506554,2.1966535250026618,Mobile App Developer,Technical
1.6309714581693042,3.0906255813010253,4.230135812491152,2.097421170135069,1.4901523401455716,2.103180885662725,Mobile App Developer,Technical
2.731097969358818,3.224317882257264,4.480993594535921,1.881494014993686,2.374950119711855,2.139633919108263,Mobile App Developer,Technical
1.524544635156384,3.1592605023994373,3.5041516682798446,1.683559862557604,2.094664153646187,2.148622136690062,Mobile App Developer,Technical
1.4053837674614351,3.5269928855914383,4.286003139150236,1.6476357821945582,1.2312076017754123,1.9275477104592844,Mobile App Developer,Technical
1.77702814306942,3.0565702285265117,3.8184416694222167,1.0,1.8058265308494208,1.847190444465844,Mobile App Developer,Technical
2.316830512387029,2.6509001626944757,4.839337336686283,1.0441797246741211,2.655583748901312,1.887840514560948,Mobile App Developer,Technical
2.429792436171778,3.0399007420293667,4.569777768012735,1.8063190177235944,1.4506897874110938,2.710252143635532,Mobile App Developer,Technical
1.9432596770589292,3.110779236812105,4.617375957022397,1.4840223789527824,2.2977454488196285,1.7050526217685549,Mobile App Developer,Technical
1.933915322177814,3.0361394826921444,3.249889069276532,1.6105814785897827,2.6755364462065696,2.443095594292398,Mobile App Developer,Technical
1.9686802113363824,3.1215617292564466,3.852878747181771,2.678291692913991,1.899823711102918,2.115921046067424,Mobile App Developer,Technical
2.5730150720710325,2.611314257577047,4.779394592248447,1.2347692951283116,2.814821065556399,1.8136622080240128,Mobile App Developer,Technical
1.8786506260873592,2.0549949144085287,3.7726026413111535,1.480096734486558,1.6961768273132636,1.93134451710556,Mobile App Developer,Technical
2.478895807236453,3.103801675700313,4.153838326700557,1.4522403055772188,1.559622955198635,2.899362509175656,Mobile App Developer,Technical
1.6323994826183768,3.828104126028648,3.878469400559567,2.001143968071752,2.535182580114965,2.6359462109693284,Mobile App Developer,Technical
1.944593719860456,2.805878473239231,3.972039775738893,2.168978764116059,2.4456518434348777,2.002114929497076,Mobile App Developer,Technical
2.3094431490115768,3.819179866135471,4.190654806132392,2.1558264280023893,1.240544587454966,1.0,Mobile App Developer,Technical
2.1941878646150843,2.952587884359564,3.742608662542629,2.1217651020931725,1.969798135401546,2.563890125316949,Mobile App Developer,Technical
2.043055434129489,2.6265383574649164,4.495083119479644,1.8914344625268988,2.2632683418361537,1.7612946469035995,Mobile App Developer,Technical
1.675086557251282,3.042084115092848,4.006414321771842,2.2399135176834166,1.8656771233451288,1.0818201081148011,Mobile App Developer,Technical
1.7836130582058056,3.396909233571908,3.851311960378447,1.876808298742726,2.4931882529529688,1.6440133863705386,Mobile App Developer,Technical
1.2285983908785505,2.919684440237253,3.757913024375632,1.516876840123373,1.9123107720506547,2.245752823623392,Mobile App Developer,Technical
1.995355719216092,3.153490536343119,4.906703849257712,1.828560569221218,2.1391743173223348,1.745393318700433,Mobile App Developer,Technical
1.5768201400565136,2.707546173291115,3.760620714239156,2.179737898773563,3.1745378933503785,1.6419782818620798,Mobile App Developer,Technical
1.7916873471922687,2.968438493444376,4.1978994243548735,2.1317754059773923,2.6420478969740584,1.0,Mobile App Developer,Technical
1.0,2.7520609139949253,4.548650093771855,1.217175984197202,1.0,2.285589703109604,Mobile App Developer,Technical
2.1218286118513574,2.454895796600285,3.507230199639535,1.5151281401826628,2.05526765873697,1.6868423619084965,Mobile App Developer,Technical
2.24703195948776,1.5726866685478045,3.5715740674361003,1.436973019544475,1.871829660813754,1.7309761207549308,Mobile App Developer,Technical
2.3989218899478835,2.0703316141699712,4.022745738165376,2.2791682116058527,2.9283237182809776,1.7591170144532624,Mobile App Developer,Technical
2.162229302176258,2.0980686037188176,2.804021897843488,2.42238718789085,1.9972198531759648,2.589256344899211,Mobile App Developer,Technical
1.3132985555151255,3.259951069764376,4.934408920271927,2.2098528041786327,2.138290752795524,2.0042780404121747,Mobile App Developer,Technical
1.214559271437044,3.677786467855174,3.694571180097467,2.2522416281915083,1.2184828467143731,1.4102701677461098,Mobile App Developer,Technical
2.717543699611117,2.8263488555210787,4.726637738021273,1.960884670470741,1.0790511135210714,2.44603379986586,Mobile App Developer,Technical
1.705053841122196,3.349344406758522,4.012605433770041,1.2284408860285647,2.0821473826852843,3.0981115710764,Mobile App Developer,Technical
2.2464932292572297,2.9712411234972684,4.537671700978449,2.1053342326015554,2.104767115131397,1.4541874139204487,Mobile App Developer,Technical
2.116924012894799,3.517721708208472,3.5819689239499874,2.712247910623474,1.954146987927437,1.5561152442307296,Mobile App Developer,Technical
2.4988160384601223,2.8566028821308653,4.3797574437430535,1.8541206838707316,1.970086928235048,2.2467801021671456,Mobile App Developer,Technical
