Realistic,Investigative,Artistic,Social,Enterprising,Conventional,pct_Realistic,pct_Investigative,pct_Artistic,pct_Social,pct_Enterprising,pct_Conventional
7,32,9,15,12,11,0.08139534883720931,0.37209302325581395,0.10465116279069768,0.1744186046511628,0.13953488372093023,0.12790697674418605
7,23,12,11,10,13,0.09210526315789473,0.3026315789473684,0.15789473684210525,0.14473684210526316,0.13157894736842105,0.17105263157894737
5,27,14,16,8,10,0.0625,0.3375,0.175,0.2,0.1,0.125
10,24,14,12,12,6,0.1282051282051282,0.3076923076923077,0.1794871794871795,0.15384615384615385,0.15384615384615385,0.07692307692307693
9,24,13,9,9,10,0.12162162162162163,0.32432432432432434,0.17567567567567569,0.12162162162162163,0.12162162162162163,0.13513513513513514
11,19,12,16,11,11,0.1375,0.2375,0.15,0.2,0.1375,0.1375
8,26,12,11,14,11,0.0975609756097561,0.3170731707317073,0.14634146341463414,0.13414634146341464,0.17073170731707318,0.13414634146341464
11,25,14,13,9,9,0.13580246913580246,0.30864197530864196,0.1728395061728395,0.16049382716049382,0.1111111111111111,0.1111111111111111
9,20,16,12,9,10,0.11842105263157894,0.2631578947368421,0.21052631578947367,0.15789473684210525,0.11842105263157894,0.13157894736842105
10,24,13,11,9,9,0.13157894736842105,0.3157894736842105,0.17105263157894737,0.14473684210526316,0.11842105263157894,0.11842105263157894
8,30,10,9,9,8,0.10810810810810811,0.40540540540540543,0.13513513513513514,0.12162162162162163,0.12162162162162163,0.10810810810810811
12,23,14,9,10,5,0.1643835616438356,0.3150684931506849,0.1917808219178082,0.1232876712328767,0.136986301369863,0.0684931506849315
6,23,11,12,10,9,0.08450704225352113,0.323943661971831,0.15492957746478872,0.16901408450704225,0.14084507042253522,0.1267605633802817
6,24,12,14,13,9,0.07692307692307693,0.3076923076923077,0.15384615384615385,0.1794871794871795,0.16666666666666666,0.11538461538461539
11,22,10,10,6,11,0.15714285714285714,0.3142857142857143,0.14285714285714285,0.14285714285714285,0.08571428571428572,0.15714285714285714
7,20,10,12,11,7,0.1044776119402985,0.29850746268656714,0.14925373134328357,0.1791044776119403,0.16417910447761194,0.1044776119402985
9,19,12,13,6,6,0.13846153846153847,0.2923076923076923,0.18461538461538463,0.2,0.09230769230769231,0.09230769230769231
10,22,12,15,9,9,0.12987012987012986,0.2857142857142857,0.15584415584415584,0.19480519480519481,0.11688311688311688,0.11688311688311688
10,20,15,12,12,6,0.13333333333333333,0.26666666666666666,0.2,0.16,0.16,0.08
9,27,12,13,12,9,0.10975609756097561,0.32926829268292684,0.14634146341463414,0.15853658536585366,0.14634146341463414,0.10975609756097561
11,28,15,9,11,9,0.13253012048192772,0.3373493975903614,0.18072289156626506,0.10843373493975904,0.13253012048192772,0.10843373493975904
10,30,12,12,9,11,0.11904761904761904,0.35714285714285715,0.14285714285714285,0.14285714285714285,0.10714285714285714,0.13095238095238096
10,29,9,11,9,8,0.13157894736842105,0.3815789473684211,0.11842105263157894,0.14473684210526316,0.11842105263157894,0.10526315789473684
13,26,12,16,12,12,0.14285714285714285,0.2857142857142857,0.13186813186813187,0.17582417582417584,0.13186813186813187,0.13186813186813187
10,23,11,14,9,9,0.13157894736842105,0.3026315789473684,0.14473684210526316,0.18421052631578946,0.11842105263157894,0.11842105263157894
12,21,11,14,8,10,0.15789473684210525,0.27631578947368424,0.14473684210526316,0.18421052631578946,0.10526315789473684,0.13157894736842105
8,27,11,14,10,7,0.1038961038961039,0.35064935064935066,0.14285714285714285,0.18181818181818182,0.12987012987012986,0.09090909090909091
6,25,9,15,11,8,0.08108108108108109,0.33783783783783783,0.12162162162162163,0.20270270270270271,0.14864864864864866,0.10810810810810811
9,32,12,12,11,9,0.10588235294117647,0.3764705882352941,0.1411764705882353,0.1411764705882353,0.12941176470588237,0.10588235294117647
9,29,15,15,8,12,0.10227272727272728,0.32954545454545453,0.17045454545454544,0.17045454545454544,0.09090909090909091,0.13636363636363635
8,23,9,20,9,8,0.1038961038961039,0.2987012987012987,0.11688311688311688,0.2597402597402597,0.11688311688311688,0.1038961038961039
10,31,9,14,11,9,0.11904761904761904,0.36904761904761907,0.10714285714285714,0.16666666666666666,0.13095238095238096,0.10714285714285714
14,25,12,10,8,9,0.1794871794871795,0.32051282051282054,0.15384615384615385,0.1282051282051282,0.10256410256410256,0.11538461538461539
12,24,16,11,8,9,0.15,0.3,0.2,0.1375,0.1,0.1125
8,22,15,12,10,10,0.1038961038961039,0.2857142857142857,0.19480519480519481,0.15584415584415584,0.12987012987012986,0.12987012987012986
12,25,10,13,7,8,0.16,0.3333333333333333,0.13333333333333333,0.17333333333333334,0.09333333333333334,0.10666666666666667
10,27,13,11,8,9,0.1282051282051282,0.34615384615384615,0.16666666666666666,0.14102564102564102,0.10256410256410256,0.11538461538461539
7,24,15,13,10,8,0.09090909090909091,0.3116883116883117,0.19480519480519481,0.16883116883116883,0.12987012987012986,0.1038961038961039
7,20,15,12,9,9,0.09722222222222222,0.2777777777777778,0.20833333333333334,0.16666666666666666,0.125,0.125
9,22,8,9,10,7,0.13846153846153847,0.3384615384615385,0.12307692307692308,0.13846153846153847,0.15384615384615385,0.1076923076923077
7,28,12,15,10,9,0.08641975308641975,0.345679012345679,0.14814814814814814,0.18518518518518517,0.12345679012345678,0.1111111111111111
10,30,16,14,9,8,0.11494252873563218,0.3448275862068966,0.1839080459770115,0.16091954022988506,0.10344827586206896,0.09195402298850575
8,23,13,13,7,11,0.10666666666666667,0.30666666666666664,0.17333333333333334,0.17333333333333334,0.09333333333333334,0.14666666666666667
10,36,14,13,10,9,0.10869565217391304,0.391304347826087,0.15217391304347827,0.14130434782608695,0.10869565217391304,0.09782608695652174
9,23,10,15,12,7,0.11842105263157894,0.3026315789473684,0.13157894736842105,0.19736842105263158,0.15789473684210525,0.09210526315789473
8,23,16,17,9,6,0.10126582278481013,0.2911392405063291,0.20253164556962025,0.21518987341772153,0.11392405063291139,0.0759493670886076
11,27,15,10,8,5,0.14473684210526316,0.35526315789473684,0.19736842105263158,0.13157894736842105,0.10526315789473684,0.06578947368421052
6,26,8,14,7,13,0.08108108108108109,0.35135135135135137,0.10810810810810811,0.1891891891891892,0.0945945945945946,0.17567567567567569
10,27,9,10,7,9,0.1388888888888889,0.375,0.125,0.1388888888888889,0.09722222222222222,0.125
10,25,9,16,12,10,0.12195121951219512,0.3048780487804878,0.10975609756097561,0.1951219512195122,0.14634146341463414,0.12195121951219512
9,20,12,14,14,10,0.11392405063291139,0.25316455696202533,0.1518987341772152,0.17721518987341772,0.17721518987341772,0.12658227848101267
11,29,13,12,8,6,0.13924050632911392,0.3670886075949367,0.16455696202531644,0.1518987341772152,0.10126582278481013,0.0759493670886076
9,37,13,15,9,10,0.0967741935483871,0.3978494623655914,0.13978494623655913,0.16129032258064516,0.0967741935483871,0.10752688172043011
10,23,8,14,7,7,0.14492753623188406,0.3333333333333333,0.11594202898550725,0.2028985507246377,0.10144927536231885,0.10144927536231885
7,31,13,12,9,9,0.08641975308641975,0.38271604938271603,0.16049382716049382,0.14814814814814814,0.1111111111111111,0.1111111111111111
9,19,14,7,10,10,0.13043478260869565,0.2753623188405797,0.2028985507246377,0.10144927536231885,0.14492753623188406,0.14492753623188406
7,22,13,9,10,10,0.09859154929577464,0.30985915492957744,0.18309859154929578,0.1267605633802817,0.14084507042253522,0.14084507042253522
12,20,9,10,12,8,0.16901408450704225,0.28169014084507044,0.1267605633802817,0.14084507042253522,0.16901408450704225,0.11267605633802817
11,28,13,14,11,6,0.13253012048192772,0.3373493975903614,0.1566265060240964,0.1686746987951807,0.13253012048192772,0.07228915662650602
8,35,11,13,8,8,0.0963855421686747,0.42168674698795183,0.13253012048192772,0.1566265060240964,0.0963855421686747,0.0963855421686747
10,24,17,14,7,9,0.12345679012345678,0.2962962962962963,0.20987654320987653,0.1728395061728395,0.08641975308641975,0.1111111111111111
14,26,14,12,11,14,0.15384615384615385,0.2857142857142857,0.15384615384615385,0.13186813186813187,0.12087912087912088,0.15384615384615385
5,31,12,11,5,8,0.06944444444444445,0.4305555555555556,0.16666666666666666,0.1527777777777778,0.06944444444444445,0.1111111111111111
10,24,15,15,13,4,0.12345679012345678,0.2962962962962963,0.18518518518518517,0.18518518518518517,0.16049382716049382,0.04938271604938271
12,28,15,9,10,8,0.14634146341463414,0.34146341463414637,0.18292682926829268,0.10975609756097561,0.12195121951219512,0.0975609756097561
6,22,14,12,9,11,0.08108108108108109,0.2972972972972973,0.1891891891891892,0.16216216216216217,0.12162162162162163,0.14864864864864866
8,21,14,12,7,12,0.10810810810810811,0.28378378378378377,0.1891891891891892,0.16216216216216217,0.0945945945945946,0.16216216216216217
9,23,16,11,10,8,0.11688311688311688,0.2987012987012987,0.2077922077922078,0.14285714285714285,0.12987012987012986,0.1038961038961039
9,27,13,16,7,9,0.1111111111111111,0.3333333333333333,0.16049382716049382,0.19753086419753085,0.08641975308641975,0.1111111111111111
10,30,13,15,6,7,0.12345679012345678,0.37037037037037035,0.16049382716049382,0.18518518518518517,0.07407407407407407,0.08641975308641975
9,24,9,11,12,9,0.12162162162162163,0.32432432432432434,0.12162162162162163,0.14864864864864866,0.16216216216216217,0.12162162162162163
8,23,19,16,10,10,0.09302325581395349,0.26744186046511625,0.22093023255813954,0.18604651162790697,0.11627906976744186,0.11627906976744186
11,19,11,15,10,9,0.14666666666666667,0.25333333333333335,0.14666666666666667,0.2,0.13333333333333333,0.12
9,23,10,12,11,5,0.12857142857142856,0.32857142857142857,0.14285714285714285,0.17142857142857143,0.15714285714285714,0.07142857142857142
9,27,11,13,11,9,0.1125,0.3375,0.1375,0.1625,0.1375,0.1125
8,32,13,14,10,10,0.09195402298850575,0.367816091954023,0.14942528735632185,0.16091954022988506,0.11494252873563218,0.11494252873563218
7,35,13,10,9,10,0.08333333333333333,0.4166666666666667,0.15476190476190477,0.11904761904761904,0.10714285714285714,0.11904761904761904
9,22,20,10,8,11,0.1125,0.275,0.25,0.125,0.1,0.1375
8,26,14,12,11,7,0.10256410256410256,0.3333333333333333,0.1794871794871795,0.15384615384615385,0.14102564102564102,0.08974358974358974
11,23,11,12,8,8,0.1506849315068493,0.3150684931506849,0.1506849315068493,0.1643835616438356,0.1095890410958904,0.1095890410958904
8,26,9,12,13,8,0.10526315789473684,0.34210526315789475,0.11842105263157894,0.15789473684210525,0.17105263157894737,0.10526315789473684
10,29,13,14,8,8,0.12195121951219512,0.35365853658536583,0.15853658536585366,0.17073170731707318,0.0975609756097561,0.0975609756097561
11,27,12,13,8,9,0.1375,0.3375,0.15,0.1625,0.1,0.1125
10,22,12,7,8,13,0.1388888888888889,0.3055555555555556,0.16666666666666666,0.09722222222222222,0.1111111111111111,0.18055555555555555
9,18,15,9,7,15,0.1232876712328767,0.2465753424657534,0.2054794520547945,0.1232876712328767,0.0958904109589041,0.2054794520547945
8,23,11,15,8,7,0.1111111111111111,0.3194444444444444,0.1527777777777778,0.20833333333333334,0.1111111111111111,0.09722222222222222
8,33,12,9,8,11,0.09876543209876543,0.4074074074074074,0.14814814814814814,0.1111111111111111,0.09876543209876543,0.13580246913580246
13,24,10,12,13,8,0.1625,0.3,0.125,0.15,0.1625,0.1
9,25,10,14,9,12,0.11392405063291139,0.31645569620253167,0.12658227848101267,0.17721518987341772,0.11392405063291139,0.1518987341772152
11,34,9,16,6,8,0.13095238095238096,0.40476190476190477,0.10714285714285714,0.19047619047619047,0.07142857142857142,0.09523809523809523
11,25,11,9,12,12,0.1375,0.3125,0.1375,0.1125,0.15,0.15
10,28,17,11,11,9,0.11627906976744186,0.32558139534883723,0.19767441860465115,0.12790697674418605,0.12790697674418605,0.10465116279069768
11,25,10,9,11,8,0.14864864864864866,0.33783783783783783,0.13513513513513514,0.12162162162162163,0.14864864864864866,0.10810810810810811
10,33,8,13,9,9,0.12195121951219512,0.4024390243902439,0.0975609756097561,0.15853658536585366,0.10975609756097561,0.10975609756097561
10,25,11,12,12,11,0.12345679012345678,0.30864197530864196,0.13580246913580246,0.14814814814814814,0.14814814814814814,0.13580246913580246
11,26,13,11,7,8,0.14473684210526316,0.34210526315789475,0.17105263157894737,0.14473684210526316,0.09210526315789473,0.10526315789473684
12,25,12,9,8,6,0.16666666666666666,0.3472222222222222,0.16666666666666666,0.125,0.1111111111111111,0.08333333333333333
11,22,14,15,10,9,0.13580246913580246,0.2716049382716049,0.1728395061728395,0.18518518518518517,0.12345679012345678,0.1111111111111111
10,32,13,12,6,12,0.11764705882352941,0.3764705882352941,0.15294117647058825,0.1411764705882353,0.07058823529411765,0.1411764705882353
12,25,12,10,12,13,0.14285714285714285,0.2976190476190476,0.14285714285714285,0.11904761904761904,0.14285714285714285,0.15476190476190477
10,27,18,15,8,9,0.11494252873563218,0.3103448275862069,0.20689655172413793,0.1724137931034483,0.09195402298850575,0.10344827586206896
7,22,11,10,12,13,0.09333333333333334,0.29333333333333333,0.14666666666666667,0.13333333333333333,0.16,0.17333333333333334
12,26,11,15,8,11,0.14457831325301204,0.3132530120481928,0.13253012048192772,0.18072289156626506,0.0963855421686747,0.13253012048192772
10,21,11,12,8,11,0.136986301369863,0.2876712328767123,0.1506849315068493,0.1643835616438356,0.1095890410958904,0.1506849315068493
12,24,13,12,8,11,0.15,0.3,0.1625,0.15,0.1,0.1375
9,27,11,9,6,5,0.13432835820895522,0.40298507462686567,0.16417910447761194,0.13432835820895522,0.08955223880597014,0.07462686567164178
11,30,8,10,8,11,0.14102564102564102,0.38461538461538464,0.10256410256410256,0.1282051282051282,0.10256410256410256,0.14102564102564102
12,23,11,15,10,10,0.14814814814814814,0.2839506172839506,0.13580246913580246,0.18518518518518517,0.12345679012345678,0.12345679012345678
11,36,16,12,11,8,0.11702127659574468,0.3829787234042553,0.1702127659574468,0.1276595744680851,0.11702127659574468,0.0851063829787234
7,21,12,13,12,7,0.09722222222222222,0.2916666666666667,0.16666666666666666,0.18055555555555555,0.16666666666666666,0.09722222222222222
8,20,17,18,12,7,0.0975609756097561,0.24390243902439024,0.2073170731707317,0.21951219512195122,0.14634146341463414,0.08536585365853659
9,22,15,8,10,11,0.12,0.29333333333333333,0.2,0.10666666666666667,0.13333333333333333,0.14666666666666667
10,23,14,14,12,12,0.11764705882352941,0.27058823529411763,0.16470588235294117,0.16470588235294117,0.1411764705882353,0.1411764705882353
5,29,13,16,11,10,0.05952380952380952,0.34523809523809523,0.15476190476190477,0.19047619047619047,0.13095238095238096,0.11904761904761904
10,27,14,15,10,6,0.12195121951219512,0.32926829268292684,0.17073170731707318,0.18292682926829268,0.12195121951219512,0.07317073170731707
9,17,14,14,15,9,0.11538461538461539,0.21794871794871795,0.1794871794871795,0.1794871794871795,0.19230769230769232,0.11538461538461539
9,24,16,14,11,8,0.10975609756097561,0.2926829268292683,0.1951219512195122,0.17073170731707318,0.13414634146341464,0.0975609756097561
11,20,16,13,10,9,0.13924050632911392,0.25316455696202533,0.20253164556962025,0.16455696202531644,0.12658227848101267,0.11392405063291139
8,34,11,10,7,8,0.10256410256410256,0.4358974358974359,0.14102564102564102,0.1282051282051282,0.08974358974358974,0.10256410256410256
9,22,13,16,5,9,0.12162162162162163,0.2972972972972973,0.17567567567567569,0.21621621621621623,0.06756756756756757,0.12162162162162163
11,25,9,19,7,6,0.14285714285714285,0.3246753246753247,0.11688311688311688,0.24675324675324675,0.09090909090909091,0.07792207792207792
10,24,13,12,8,13,0.125,0.3,0.1625,0.15,0.1,0.1625
10,34,12,13,10,10,0.11235955056179775,0.38202247191011235,0.1348314606741573,0.14606741573033707,0.11235955056179775,0.11235955056179775
11,24,17,13,11,8,0.13095238095238096,0.2857142857142857,0.20238095238095238,0.15476190476190477,0.13095238095238096,0.09523809523809523
7,33,8,13,10,7,0.08974358974358974,0.4230769230769231,0.10256410256410256,0.16666666666666666,0.1282051282051282,0.08974358974358974
10,23,14,15,12,11,0.11764705882352941,0.27058823529411763,0.16470588235294117,0.17647058823529413,0.1411764705882353,0.12941176470588237
12,26,11,12,12,7,0.15,0.325,0.1375,0.15,0.15,0.0875
12,30,13,12,9,13,0.1348314606741573,0.33707865168539325,0.14606741573033707,0.1348314606741573,0.10112359550561797,0.14606741573033707
9,26,13,12,7,9,0.11842105263157894,0.34210526315789475,0.17105263157894737,0.15789473684210525,0.09210526315789473,0.11842105263157894
9,33,11,13,12,8,0.10465116279069768,0.38372093023255816,0.12790697674418605,0.1511627906976744,0.13953488372093023,0.09302325581395349
9,22,14,15,10,11,0.1111111111111111,0.2716049382716049,0.1728395061728395,0.18518518518518517,0.12345679012345678,0.13580246913580246
10,27,16,14,7,13,0.11494252873563218,0.3103448275862069,0.1839080459770115,0.16091954022988506,0.08045977011494253,0.14942528735632185
10,29,13,14,10,7,0.12048192771084337,0.3493975903614458,0.1566265060240964,0.1686746987951807,0.12048192771084337,0.08433734939759036
9,24,12,18,10,7,0.1125,0.3,0.15,0.225,0.125,0.0875
8,30,14,14,7,8,0.09876543209876543,0.37037037037037035,0.1728395061728395,0.1728395061728395,0.08641975308641975,0.09876543209876543
8,22,7,13,9,6,0.12307692307692308,0.3384615384615385,0.1076923076923077,0.2,0.13846153846153847,0.09230769230769231
11,33,13,13,7,6,0.13253012048192772,0.39759036144578314,0.1566265060240964,0.1566265060240964,0.08433734939759036,0.07228915662650602
12,22,14,9,6,12,0.16,0.29333333333333333,0.18666666666666668,0.12,0.08,0.16
9,24,15,14,8,10,0.1125,0.3,0.1875,0.175,0.1,0.125
8,23,12,12,10,11,0.10526315789473684,0.3026315789473684,0.15789473684210525,0.15789473684210525,0.13157894736842105,0.14473684210526316
12,29,13,16,9,8,0.13793103448275862,0.3333333333333333,0.14942528735632185,0.1839080459770115,0.10344827586206896,0.09195402298850575
9,27,12,9,8,10,0.12,0.36,0.16,0.12,0.10666666666666667,0.13333333333333333
10,23,13,13,6,13,0.1282051282051282,0.2948717948717949,0.16666666666666666,0.16666666666666666,0.07692307692307693,0.16666666666666666
9,19,14,17,8,9,0.11842105263157894,0.25,0.18421052631578946,0.2236842105263158,0.10526315789473684,0.11842105263157894
11,32,12,11,10,12,0.125,0.36363636363636365,0.13636363636363635,0.125,0.11363636363636363,0.13636363636363635
8,32,15,17,9,11,0.08695652173913043,0.34782608695652173,0.16304347826086957,0.18478260869565216,0.09782608695652174,0.11956521739130435
8,26,8,11,10,14,0.1038961038961039,0.33766233766233766,0.1038961038961039,0.14285714285714285,0.12987012987012986,0.18181818181818182
12,29,10,12,9,10,0.14634146341463414,0.35365853658536583,0.12195121951219512,0.14634146341463414,0.10975609756097561,0.12195121951219512
7,29,13,12,7,8,0.09210526315789473,0.3815789473684211,0.17105263157894737,0.15789473684210525,0.09210526315789473,0.10526315789473684
8,24,17,10,6,8,0.1095890410958904,0.3287671232876712,0.2328767123287671,0.136986301369863,0.0821917808219178,0.1095890410958904
8,23,13,12,9,11,0.10526315789473684,0.3026315789473684,0.17105263157894737,0.15789473684210525,0.11842105263157894,0.14473684210526316
8,26,13,10,12,10,0.10126582278481013,0.3291139240506329,0.16455696202531644,0.12658227848101267,0.1518987341772152,0.12658227848101267
8,20,12,7,9,12,0.11764705882352941,0.29411764705882354,0.17647058823529413,0.10294117647058823,0.1323529411764706,0.17647058823529413
10,21,12,10,12,10,0.13333333333333333,0.28,0.16,0.13333333333333333,0.16,0.13333333333333333
9,22,15,17,11,10,0.10714285714285714,0.2619047619047619,0.17857142857142858,0.20238095238095238,0.13095238095238096,0.11904761904761904
8,23,11,17,9,9,0.1038961038961039,0.2987012987012987,0.14285714285714285,0.22077922077922077,0.11688311688311688,0.11688311688311688
10,21,12,13,8,13,0.12987012987012986,0.2727272727272727,0.15584415584415584,0.16883116883116883,0.1038961038961039,0.16883116883116883
8,25,13,13,9,12,0.1,0.3125,0.1625,0.1625,0.1125,0.15
7,18,13,12,13,11,0.0945945945945946,0.24324324324324326,0.17567567567567569,0.16216216216216217,0.17567567567567569,0.14864864864864866
10,22,16,8,9,8,0.136986301369863,0.3013698630136986,0.2191780821917808,0.1095890410958904,0.1232876712328767,0.1095890410958904
11,25,13,17,10,10,0.12790697674418605,0.29069767441860467,0.1511627906976744,0.19767441860465115,0.11627906976744186,0.11627906976744186
10,31,18,9,10,11,0.11235955056179775,0.34831460674157305,0.20224719101123595,0.10112359550561797,0.11235955056179775,0.12359550561797752
9,19,11,15,9,12,0.12,0.25333333333333335,0.14666666666666667,0.2,0.12,0.16
11,23,10,13,10,12,0.13924050632911392,0.2911392405063291,0.12658227848101267,0.16455696202531644,0.12658227848101267,0.1518987341772152
6,30,15,10,10,11,0.07317073170731707,0.36585365853658536,0.18292682926829268,0.12195121951219512,0.12195121951219512,0.13414634146341464
5,30,14,10,11,10,0.0625,0.375,0.175,0.125,0.1375,0.125
9,29,14,10,11,11,0.10714285714285714,0.34523809523809523,0.16666666666666666,0.11904761904761904,0.13095238095238096,0.13095238095238096
10,21,10,15,11,10,0.12987012987012986,0.2727272727272727,0.12987012987012986,0.19480519480519481,0.14285714285714285,0.12987012987012986
10,25,17,14,7,7,0.125,0.3125,0.2125,0.175,0.0875,0.0875
11,30,12,9,12,6,0.1375,0.375,0.15,0.1125,0.15,0.075
13,22,12,12,9,9,0.16883116883116883,0.2857142857142857,0.15584415584415584,0.15584415584415584,0.11688311688311688,0.11688311688311688
8,23,16,11,9,8,0.10666666666666667,0.30666666666666664,0.21333333333333335,0.14666666666666667,0.12,0.10666666666666667
9,25,9,17,8,10,0.11538461538461539,0.32051282051282054,0.11538461538461539,0.21794871794871795,0.10256410256410256,0.1282051282051282
10,24,17,10,8,8,0.12987012987012986,0.3116883116883117,0.22077922077922077,0.12987012987012986,0.1038961038961039,0.1038961038961039
7,18,13,14,11,9,0.09722222222222222,0.25,0.18055555555555555,0.19444444444444445,0.1527777777777778,0.125
7,30,16,13,8,11,0.08235294117647059,0.35294117647058826,0.18823529411764706,0.15294117647058825,0.09411764705882353,0.12941176470588237
8,25,16,10,13,9,0.09876543209876543,0.30864197530864196,0.19753086419753085,0.12345679012345678,0.16049382716049382,0.1111111111111111
10,33,13,11,11,7,0.11764705882352941,0.38823529411764707,0.15294117647058825,0.12941176470588237,0.12941176470588237,0.08235294117647059
5,27,14,16,12,10,0.05952380952380952,0.32142857142857145,0.16666666666666666,0.19047619047619047,0.14285714285714285,0.11904761904761904
8,30,12,15,9,10,0.09523809523809523,0.35714285714285715,0.14285714285714285,0.17857142857142858,0.10714285714285714,0.11904761904761904
12,23,10,13,6,8,0.16666666666666666,0.3194444444444444,0.1388888888888889,0.18055555555555555,0.08333333333333333,0.1111111111111111
12,24,11,14,13,9,0.14457831325301204,0.2891566265060241,0.13253012048192772,0.1686746987951807,0.1566265060240964,0.10843373493975904
11,28,10,13,9,9,0.1375,0.35,0.125,0.1625,0.1125,0.1125
11,20,10,16,8,10,0.14666666666666667,0.26666666666666666,0.13333333333333333,0.21333333333333335,0.10666666666666667,0.13333333333333333
11,28,11,9,6,10,0.14666666666666667,0.37333333333333335,0.14666666666666667,0.12,0.08,0.13333333333333333
13,26,9,10,9,6,0.1780821917808219,0.3561643835616438,0.1232876712328767,0.136986301369863,0.1232876712328767,0.0821917808219178
10,21,13,11,6,7,0.14705882352941177,0.3088235294117647,0.19117647058823528,0.16176470588235295,0.08823529411764706,0.10294117647058823
10,21,15,9,11,9,0.13333333333333333,0.28,0.2,0.12,0.14666666666666667,0.12
10,28,13,17,9,10,0.11494252873563218,0.3218390804597701,0.14942528735632185,0.19540229885057472,0.10344827586206896,0.11494252873563218
14,17,12,11,10,12,0.18421052631578946,0.2236842105263158,0.15789473684210525,0.14473684210526316,0.13157894736842105,0.15789473684210525
5,27,11,11,10,14,0.0641025641025641,0.34615384615384615,0.14102564102564102,0.14102564102564102,0.1282051282051282,0.1794871794871795
10,27,17,10,10,10,0.11904761904761904,0.32142857142857145,0.20238095238095238,0.11904761904761904,0.11904761904761904,0.11904761904761904
8,24,12,10,10,12,0.10526315789473684,0.3157894736842105,0.15789473684210525,0.13157894736842105,0.13157894736842105,0.15789473684210525
10,27,16,12,13,9,0.11494252873563218,0.3103448275862069,0.1839080459770115,0.13793103448275862,0.14942528735632185,0.10344827586206896
6,33,11,12,8,8,0.07692307692307693,0.4230769230769231,0.14102564102564102,0.15384615384615385,0.10256410256410256,0.10256410256410256
7,20,10,12,11,13,0.0958904109589041,0.273972602739726,0.136986301369863,0.1643835616438356,0.1506849315068493,0.1780821917808219
13,25,14,11,8,12,0.1566265060240964,0.30120481927710846,0.1686746987951807,0.13253012048192772,0.0963855421686747,0.14457831325301204
10,23,18,11,10,9,0.12345679012345678,0.2839506172839506,0.2222222222222222,0.13580246913580246,0.12345679012345678,0.1111111111111111
12,31,10,13,5,9,0.15,0.3875,0.125,0.1625,0.0625,0.1125
12,24,13,13,8,9,0.1518987341772152,0.3037974683544304,0.16455696202531644,0.16455696202531644,0.10126582278481013,0.11392405063291139
8,19,18,13,8,10,0.10526315789473684,0.25,0.23684210526315788,0.17105263157894737,0.10526315789473684,0.13157894736842105
8,31,11,12,8,12,0.0975609756097561,0.3780487804878049,0.13414634146341464,0.14634146341463414,0.0975609756097561,0.14634146341463414
6,27,9,13,11,10,0.07894736842105263,0.35526315789473684,0.11842105263157894,0.17105263157894737,0.14473684210526316,0.13157894736842105
5,21,13,11,13,9,0.06944444444444445,0.2916666666666667,0.18055555555555555,0.1527777777777778,0.18055555555555555,0.125
12,23,11,15,11,8,0.15,0.2875,0.1375,0.1875,0.1375,0.1
8,27,15,12,11,6,0.10126582278481013,0.34177215189873417,0.189873417721519,0.1518987341772152,0.13924050632911392,0.0759493670886076
9,25,10,11,12,8,0.12,0.3333333333333333,0.13333333333333333,0.14666666666666667,0.16,0.10666666666666667
9,24,11,11,8,14,0.11688311688311688,0.3116883116883117,0.14285714285714285,0.14285714285714285,0.1038961038961039,0.18181818181818182
9,26,12,14,8,9,0.11538461538461539,0.3333333333333333,0.15384615384615385,0.1794871794871795,0.10256410256410256,0.11538461538461539
7,19,11,20,13,7,0.09090909090909091,0.24675324675324675,0.14285714285714285,0.2597402597402597,0.16883116883116883,0.09090909090909091
9,22,8,10,10,8,0.13432835820895522,0.3283582089552239,0.11940298507462686,0.14925373134328357,0.14925373134328357,0.11940298507462686
12,33,12,16,9,11,0.12903225806451613,0.3548387096774194,0.12903225806451613,0.17204301075268819,0.0967741935483871,0.11827956989247312
5,27,14,14,10,9,0.06329113924050633,0.34177215189873417,0.17721518987341772,0.17721518987341772,0.12658227848101267,0.11392405063291139
7,21,15,14,10,7,0.0945945945945946,0.28378378378378377,0.20270270270270271,0.1891891891891892,0.13513513513513514,0.0945945945945946
12,25,13,9,8,9,0.15789473684210525,0.32894736842105265,0.17105263157894737,0.11842105263157894,0.10526315789473684,0.11842105263157894
10,26,12,12,9,9,0.1282051282051282,0.3333333333333333,0.15384615384615385,0.15384615384615385,0.11538461538461539,0.11538461538461539
9,21,13,14,8,10,0.12,0.28,0.17333333333333334,0.18666666666666668,0.10666666666666667,0.13333333333333333
11,21,9,12,11,6,0.15714285714285714,0.3,0.12857142857142856,0.17142857142857143,0.15714285714285714,0.08571428571428572
10,29,9,14,10,10,0.12195121951219512,0.35365853658536583,0.10975609756097561,0.17073170731707318,0.12195121951219512,0.12195121951219512
7,26,12,8,8,11,0.09722222222222222,0.3611111111111111,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.1527777777777778
10,28,14,14,11,6,0.12048192771084337,0.3373493975903614,0.1686746987951807,0.1686746987951807,0.13253012048192772,0.07228915662650602
9,29,14,10,9,10,0.1111111111111111,0.35802469135802467,0.1728395061728395,0.12345679012345678,0.1111111111111111,0.12345679012345678
11,33,8,13,10,9,0.13095238095238096,0.39285714285714285,0.09523809523809523,0.15476190476190477,0.11904761904761904,0.10714285714285714
