Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Realistic,Investigative,Artistic,Social,Enterprising,Conventional,pct_Realistic,pct_Investigative,pct_Artistic,pct_Social,pct_Enterprising,pct_Conventional,Predicted_Career
5,5,3,3,3,3,4,2,2,4,4,2,4,3,3,4,3,3,2,3,4,2,3,1,3,11,26,11,13,7,10,0.14102564102564102,0.3333333333333333,0.14102564102564102,0.16666666666666666,0.08974358974358974,0.1282051282051282,Data / AI Engineering
4,4,3,3,3,4,2,3,3,3,3,2,2,3,4,4,2,3,2,3,2,4,3,3,3,7,29,11,12,7,9,0.09333333333333334,0.38666666666666666,0.14666666666666667,0.16,0.09333333333333334,0.12,Civil Engineering
3,5,3,3,3,1,3,2,4,2,4,2,3,3,5,4,3,4,3,1,4,4,3,3,4,10,30,11,15,8,5,0.12658227848101267,0.379746835443038,0.13924050632911392,0.189873417721519,0.10126582278481013,0.06329113924050633,Data / AI Engineering
5,4,3,4,3,3,2,5,3,3,3,5,5,5,3,3,1,4,2,4,2,2,2,2,2,9,27,9,13,10,12,0.1125,0.3375,0.1125,0.1625,0.125,0.15,Data / AI Engineering
4,1,2,3,4,2,2,4,5,3,2,3,2,4,4,4,2,2,4,4,1,4,2,2,3,7,28,9,10,11,8,0.0958904109589041,0.3835616438356164,0.1232876712328767,0.136986301369863,0.1506849315068493,0.1095890410958904,Data / AI Engineering
2,2,1,3,4,1,1,2,3,1,3,4,4,3,3,3,1,4,4,4,5,3,5,3,3,9,23,6,13,12,9,0.125,0.3194444444444444,0.08333333333333333,0.18055555555555555,0.16666666666666666,0.125,Data / AI Engineering
3,3,4,3,1,4,3,2,3,5,2,3,2,4,4,5,4,4,3,4,2,5,3,4,3,9,28,17,12,7,10,0.10843373493975904,0.3373493975903614,0.20481927710843373,0.14457831325301204,0.08433734939759036,0.12048192771084337,Data / AI Engineering
3,3,3,5,4,4,3,2,4,4,5,2,3,1,3,4,3,5,3,3,2,3,1,3,3,6,23,13,18,9,10,0.0759493670886076,0.2911392405063291,0.16455696202531644,0.22784810126582278,0.11392405063291139,0.12658227848101267,Civil Engineering
4,4,3,5,2,5,4,3,4,2,3,2,2,2,4,3,3,4,1,3,1,3,2,5,5,7,27,13,17,5,10,0.08860759493670886,0.34177215189873417,0.16455696202531644,0.21518987341772153,0.06329113924050633,0.12658227848101267,Data / AI Engineering
3,4,2,4,3,3,4,4,5,1,3,3,3,2,1,5,4,4,3,2,3,3,2,3,4,9,27,10,15,9,8,0.11538461538461539,0.34615384615384615,0.1282051282051282,0.19230769230769232,0.11538461538461539,0.10256410256410256,Data / AI Engineering
1,2,3,5,4,2,3,1,4,3,3,5,2,2,2,4,1,1,4,3,4,3,3,1,1,9,20,8,10,13,7,0.13432835820895522,0.29850746268656714,0.11940298507462686,0.14925373134328357,0.19402985074626866,0.1044776119402985,Electronics & Communication Engineering
3,3,3,2,4,1,2,3,2,3,3,4,3,2,3,4,3,2,4,4,1,4,3,3,4,5,25,12,11,12,8,0.0684931506849315,0.3424657534246575,0.1643835616438356,0.1506849315068493,0.1643835616438356,0.1095890410958904,Data / AI Engineering
2,2,3,2,1,2,4,3,2,3,3,3,3,4,1,3,5,3,3,4,3,5,3,5,2,11,21,16,10,7,9,0.14864864864864866,0.28378378378378377,0.21621621621621623,0.13513513513513514,0.0945945945945946,0.12162162162162163,Data / AI Engineering
2,4,4,3,3,5,3,1,2,3,3,3,5,1,3,1,4,3,3,3,4,4,4,3,4,8,21,14,13,9,13,0.10256410256410256,0.2692307692307692,0.1794871794871795,0.16666666666666666,0.11538461538461539,0.16666666666666666,Data / AI Engineering
2,4,5,2,3,3,2,4,3,1,5,4,3,2,3,3,3,2,5,5,3,2,3,3,3,7,24,12,12,12,11,0.08974358974358974,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.14102564102564102,Data / AI Engineering
4,1,4,4,3,3,3,1,4,3,4,4,2,3,3,4,1,4,2,3,3,2,2,3,3,9,21,11,15,9,8,0.1232876712328767,0.2876712328767123,0.1506849315068493,0.2054794520547945,0.1232876712328767,0.1095890410958904,Data / AI Engineering
1,3,1,4,2,1,2,3,4,3,4,3,3,2,2,1,3,4,3,3,3,4,2,4,3,7,20,11,15,8,7,0.10294117647058823,0.29411764705882354,0.16176470588235295,0.22058823529411764,0.11764705882352941,0.10294117647058823,Data / AI Engineering
2,2,2,4,4,4,4,2,3,2,4,2,4,5,5,3,4,5,2,1,2,4,1,3,4,11,22,11,17,8,9,0.14102564102564102,0.28205128205128205,0.14102564102564102,0.21794871794871795,0.10256410256410256,0.11538461538461539,Data / AI Engineering
3,3,4,4,2,2,2,4,4,4,4,2,5,5,4,5,3,2,2,4,2,4,4,5,3,9,31,16,13,6,11,0.10465116279069768,0.36046511627906974,0.18604651162790697,0.1511627906976744,0.06976744186046512,0.12790697674418605,Data / AI Engineering
2,2,4,4,3,4,1,2,5,2,3,4,3,3,4,3,5,1,4,4,4,3,2,3,2,8,23,14,10,11,11,0.1038961038961039,0.2987012987012987,0.18181818181818182,0.12987012987012986,0.14285714285714285,0.14285714285714285,Design & UI/UX Engineering
4,3,4,4,3,3,3,2,4,4,3,3,2,5,4,5,2,3,3,4,4,4,4,4,2,12,30,14,12,9,9,0.13953488372093023,0.3488372093023256,0.16279069767441862,0.13953488372093023,0.10465116279069768,0.10465116279069768,Data / AI Engineering
3,4,3,4,4,2,3,1,4,1,5,3,3,2,3,4,1,5,3,2,3,5,2,2,5,8,26,7,19,10,7,0.1038961038961039,0.33766233766233766,0.09090909090909091,0.24675324675324675,0.12987012987012986,0.09090909090909091,Data / AI Engineering
3,2,3,2,5,4,4,3,5,3,2,4,5,2,3,3,3,2,5,5,3,2,1,3,4,9,22,12,10,14,14,0.1111111111111111,0.2716049382716049,0.14814814814814814,0.12345679012345678,0.1728395061728395,0.1728395061728395,Data / AI Engineering
3,3,3,2,4,5,1,5,4,4,2,2,4,4,5,4,3,2,4,3,2,3,5,4,3,7,32,14,9,10,12,0.08333333333333333,0.38095238095238093,0.16666666666666666,0.10714285714285714,0.11904761904761904,0.14285714285714285,Data / AI Engineering
2,3,3,4,2,3,3,1,3,2,3,1,1,2,3,1,2,4,3,3,3,2,4,5,3,8,19,12,14,6,7,0.12121212121212122,0.2878787878787879,0.18181818181818182,0.21212121212121213,0.09090909090909091,0.10606060606060606,Civil Engineering
2,3,2,4,3,5,4,3,4,4,2,3,3,4,3,1,2,3,4,5,2,4,4,5,3,10,24,13,12,10,13,0.12195121951219512,0.2926829268292683,0.15853658536585366,0.14634146341463414,0.12195121951219512,0.15853658536585366,Data / AI Engineering
3,4,3,3,4,1,5,3,3,5,2,4,5,2,2,3,4,3,3,2,2,3,3,3,1,9,24,15,9,11,8,0.11842105263157894,0.3157894736842105,0.19736842105263158,0.11842105263157894,0.14473684210526316,0.10526315789473684,Data / AI Engineering
4,3,4,4,4,3,4,4,3,5,5,4,2,2,3,3,2,4,5,4,2,3,2,3,4,8,25,14,17,13,9,0.09302325581395349,0.29069767441860467,0.16279069767441862,0.19767441860465115,0.1511627906976744,0.10465116279069768,Data / AI Engineering
4,3,3,2,1,5,4,4,4,2,5,5,3,4,4,3,3,3,3,3,3,4,4,2,3,11,30,10,13,9,11,0.13095238095238096,0.35714285714285715,0.11904761904761904,0.15476190476190477,0.10714285714285714,0.13095238095238096,Data / AI Engineering
2,4,1,4,4,4,1,3,3,2,2,5,5,2,1,3,3,3,2,4,5,4,3,3,3,8,23,9,12,11,13,0.10526315789473684,0.3026315789473684,0.11842105263157894,0.15789473684210525,0.14473684210526316,0.17105263157894737,Data / AI Engineering
4,2,2,3,2,2,3,3,3,4,4,2,5,1,3,3,3,3,4,1,4,1,2,5,2,8,21,14,12,8,8,0.11267605633802817,0.29577464788732394,0.19718309859154928,0.16901408450704225,0.11267605633802817,0.11267605633802817,Data / AI Engineering
3,4,2,1,2,4,5,4,3,5,5,4,2,3,4,4,4,4,2,4,3,5,5,2,3,11,32,13,13,8,10,0.12643678160919541,0.367816091954023,0.14942528735632185,0.14942528735632185,0.09195402298850575,0.11494252873563218,Data / AI Engineering
2,1,3,5,1,3,5,3,3,2,3,2,1,5,4,3,3,4,3,4,4,4,3,3,2,14,23,11,14,6,8,0.18421052631578946,0.3026315789473684,0.14473684210526316,0.18421052631578946,0.07894736842105263,0.10526315789473684,Mechanical Engineering
4,5,2,2,2,5,4,5,3,5,2,2,2,4,4,5,4,5,2,4,4,5,5,3,3,12,36,14,12,6,11,0.13186813186813187,0.3956043956043956,0.15384615384615385,0.13186813186813187,0.06593406593406594,0.12087912087912088,Data / AI Engineering
3,3,5,3,4,2,2,5,3,3,3,3,1,3,5,2,2,3,4,4,2,4,2,3,5,7,27,13,14,11,7,0.08860759493670886,0.34177215189873417,0.16455696202531644,0.17721518987341772,0.13924050632911392,0.08860759493670886,Data / AI Engineering
2,2,4,1,3,4,2,3,4,3,3,4,3,3,3,3,3,2,4,2,2,3,3,4,3,7,23,14,9,11,9,0.0958904109589041,0.3150684931506849,0.1917808219178082,0.1232876712328767,0.1506849315068493,0.1232876712328767,Design & UI/UX Engineering
3,4,3,2,3,3,4,1,3,5,3,2,3,4,4,2,5,4,5,3,5,4,2,4,3,13,23,17,12,10,9,0.15476190476190477,0.27380952380952384,0.20238095238095238,0.14285714285714285,0.11904761904761904,0.10714285714285714,Data / AI Engineering
3,3,3,4,3,1,4,3,4,4,2,5,3,5,3,4,4,2,4,4,4,2,3,4,3,13,25,15,11,12,8,0.15476190476190477,0.2976190476190476,0.17857142857142858,0.13095238095238096,0.14285714285714285,0.09523809523809523,Data / AI Engineering
4,4,2,2,4,3,2,4,3,3,1,3,3,1,4,3,5,5,4,3,4,5,1,1,2,7,28,11,10,11,9,0.09210526315789473,0.3684210526315789,0.14473684210526316,0.13157894736842105,0.14473684210526316,0.11842105263157894,Data / AI Engineering
4,3,4,3,1,4,2,1,3,4,4,3,3,3,2,2,4,4,3,2,3,5,3,4,3,8,23,16,14,7,9,0.1038961038961039,0.2987012987012987,0.2077922077922078,0.18181818181818182,0.09090909090909091,0.11688311688311688,Data / AI Engineering
2,3,4,3,2,2,3,5,3,3,3,3,3,4,3,3,2,4,4,4,2,3,2,2,1,9,24,11,11,9,9,0.1232876712328767,0.3287671232876712,0.1506849315068493,0.1506849315068493,0.1232876712328767,0.1232876712328767,Data / AI Engineering
4,3,2,1,3,3,3,3,3,3,2,3,2,3,5,4,3,3,3,3,3,4,4,2,2,9,30,10,8,9,8,0.12162162162162163,0.40540540540540543,0.13513513513513514,0.10810810810810811,0.12162162162162163,0.10810810810810811,Data / AI Engineering
2,1,2,4,2,4,3,1,4,4,3,3,2,3,2,1,3,1,3,2,3,3,3,3,3,9,17,12,11,8,8,0.13846153846153847,0.26153846153846155,0.18461538461538463,0.16923076923076924,0.12307692307692308,0.12307692307692308,Data / AI Engineering
5,3,3,4,3,3,2,5,3,2,3,4,3,2,4,4,2,4,2,5,4,5,4,3,2,8,33,10,13,9,11,0.09523809523809523,0.39285714285714285,0.11904761904761904,0.15476190476190477,0.10714285714285714,0.13095238095238096,Data / AI Engineering
2,3,5,2,3,3,2,4,2,4,3,2,3,3,3,2,4,5,3,4,2,3,2,3,2,7,21,16,12,8,10,0.0945945945945946,0.28378378378378377,0.21621621621621623,0.16216216216216217,0.10810810810810811,0.13513513513513514,Data / AI Engineering
3,5,3,1,3,3,3,3,3,3,4,1,3,3,5,5,4,2,1,3,4,5,5,3,3,10,34,13,10,5,9,0.12345679012345678,0.41975308641975306,0.16049382716049382,0.12345679012345678,0.06172839506172839,0.1111111111111111,Design & UI/UX Engineering
2,3,5,4,5,3,4,2,4,2,2,4,4,2,2,3,3,4,5,3,5,3,3,1,3,11,22,11,13,14,10,0.13580246913580246,0.2716049382716049,0.13580246913580246,0.16049382716049382,0.1728395061728395,0.12345679012345678,Data / AI Engineering
3,4,3,3,3,4,5,4,4,3,4,4,2,1,2,3,4,1,1,3,4,4,3,3,3,10,27,13,11,8,9,0.1282051282051282,0.34615384615384615,0.16666666666666666,0.14102564102564102,0.10256410256410256,0.11538461538461539,Data / AI Engineering
4,3,5,4,2,2,3,4,5,3,2,5,3,4,4,4,4,1,5,4,3,3,4,3,3,10,31,15,10,12,9,0.11494252873563218,0.3563218390804598,0.1724137931034483,0.11494252873563218,0.13793103448275862,0.10344827586206896,Data / AI Engineering
3,4,4,4,3,4,5,5,2,3,3,4,2,5,2,1,3,1,5,1,3,1,3,5,3,13,21,15,11,12,7,0.16455696202531644,0.26582278481012656,0.189873417721519,0.13924050632911392,0.1518987341772152,0.08860759493670886,Data / AI Engineering
2,3,3,3,2,4,2,2,3,4,3,4,2,4,3,2,3,4,2,3,5,2,1,4,2,11,18,14,12,8,9,0.1527777777777778,0.25,0.19444444444444445,0.16666666666666666,0.1111111111111111,0.125,Data / AI Engineering
3,2,3,5,4,5,2,2,3,2,5,4,3,3,2,3,4,3,3,4,3,4,5,3,4,8,24,12,17,11,12,0.09523809523809523,0.2857142857142857,0.14285714285714285,0.20238095238095238,0.13095238095238096,0.14285714285714285,Civil Engineering
2,3,3,3,2,4,4,3,4,3,4,3,3,3,2,2,3,3,2,5,4,2,1,3,3,11,19,12,13,7,12,0.14864864864864866,0.25675675675675674,0.16216216216216217,0.17567567567567569,0.0945945945945946,0.16216216216216217,Data / AI Engineering
3,3,1,3,3,4,3,5,1,4,3,4,3,5,3,2,4,3,3,4,3,4,2,3,3,11,23,12,12,10,11,0.13924050632911392,0.2911392405063291,0.1518987341772152,0.1518987341772152,0.12658227848101267,0.13924050632911392,Data / AI Engineering
1,2,5,4,3,3,3,4,3,4,4,2,5,1,5,3,4,1,3,2,2,3,4,4,3,6,25,17,12,8,10,0.07692307692307693,0.32051282051282054,0.21794871794871795,0.15384615384615385,0.10256410256410256,0.1282051282051282,Data / AI Engineering
2,2,5,2,5,3,4,3,4,3,3,3,3,5,3,4,5,3,3,1,2,3,3,2,3,11,24,15,11,11,7,0.13924050632911392,0.3037974683544304,0.189873417721519,0.13924050632911392,0.13924050632911392,0.08860759493670886,Data / AI Engineering
3,4,3,2,4,3,4,3,2,3,3,3,3,3,3,4,3,3,4,2,3,3,3,2,3,10,25,11,11,11,8,0.13157894736842105,0.32894736842105265,0.14473684210526316,0.14473684210526316,0.14473684210526316,0.10526315789473684,Data / AI Engineering
3,3,3,5,3,3,2,2,2,3,4,5,2,3,3,3,3,5,1,1,3,4,1,1,4,8,21,10,18,9,6,0.1111111111111111,0.2916666666666667,0.1388888888888889,0.25,0.125,0.08333333333333333,Civil Engineering
3,2,3,2,3,2,3,1,2,3,3,2,4,1,3,4,5,3,3,1,1,4,3,5,2,5,22,16,10,8,7,0.07352941176470588,0.3235294117647059,0.23529411764705882,0.14705882352941177,0.11764705882352941,0.10294117647058823,Data / AI Engineering
4,5,4,3,3,1,4,2,4,3,2,4,3,4,3,1,5,2,4,3,1,3,5,4,3,9,27,16,10,11,7,0.1125,0.3375,0.2,0.125,0.1375,0.0875,Design & UI/UX Engineering
5,4,3,2,3,4,2,5,4,2,4,3,4,5,4,4,3,3,2,4,3,4,3,2,1,10,33,10,10,8,12,0.12048192771084337,0.39759036144578314,0.12048192771084337,0.12048192771084337,0.0963855421686747,0.14457831325301204,Data / AI Engineering
3,2,2,3,3,5,1,4,4,2,3,3,4,5,4,4,3,2,3,5,1,2,3,2,2,7,26,9,10,9,14,0.09333333333333334,0.3466666666666667,0.12,0.13333333333333333,0.12,0.18666666666666668,Data / AI Engineering
3,2,2,4,2,3,2,4,3,3,3,1,3,3,3,4,2,4,3,4,3,3,4,2,2,8,26,9,13,6,10,0.1111111111111111,0.3611111111111111,0.125,0.18055555555555555,0.08333333333333333,0.1388888888888889,Data / AI Engineering
5,4,4,5,3,4,2,5,4,3,2,1,4,1,4,1,3,5,4,2,3,4,3,2,2,6,30,12,14,8,10,0.075,0.375,0.15,0.175,0.1,0.125,Data / AI Engineering
1,3,3,1,4,4,3,3,4,4,3,3,3,1,2,5,2,3,3,3,1,2,2,3,4,5,22,12,11,10,10,0.07142857142857142,0.3142857142857143,0.17142857142857143,0.15714285714285714,0.14285714285714285,0.14285714285714285,Data / AI Engineering
4,1,5,3,3,3,3,2,3,2,3,3,2,3,4,4,4,3,4,4,2,2,2,4,4,8,22,15,13,10,9,0.1038961038961039,0.2857142857142857,0.19480519480519481,0.16883116883116883,0.12987012987012986,0.11688311688311688,Data / AI Engineering
3,4,2,3,3,4,4,3,4,4,2,3,2,2,3,4,3,1,3,1,5,2,4,4,2,11,27,13,8,9,7,0.14666666666666667,0.36,0.17333333333333334,0.10666666666666667,0.12,0.09333333333333334,Data / AI Engineering
2,3,2,4,4,1,1,3,2,2,5,4,3,3,4,2,2,4,4,1,5,2,3,3,4,9,21,9,17,12,5,0.1232876712328767,0.2876712328767123,0.1232876712328767,0.2328767123287671,0.1643835616438356,0.0684931506849315,Data / AI Engineering
4,4,4,3,4,3,2,3,3,4,4,5,4,4,4,3,4,3,3,3,3,5,5,4,4,9,31,16,14,12,10,0.09782608695652174,0.33695652173913043,0.17391304347826086,0.15217391304347827,0.13043478260869565,0.10869565217391304,Data / AI Engineering
4,3,4,2,4,2,4,2,4,3,1,3,2,5,3,3,2,2,3,4,5,2,4,1,2,14,25,10,7,10,8,0.1891891891891892,0.33783783783783783,0.13513513513513514,0.0945945945945946,0.13513513513513514,0.10810810810810811,Data / AI Engineering
2,2,1,3,3,3,5,3,4,3,2,4,2,3,3,2,3,3,3,2,4,2,3,5,4,12,21,12,12,10,7,0.16216216216216217,0.28378378378378377,0.16216216216216217,0.16216216216216217,0.13513513513513514,0.0945945945945946,Data / AI Engineering
5,3,4,3,2,3,4,4,3,4,2,3,3,3,5,4,5,1,2,3,4,4,4,3,3,11,32,16,9,7,9,0.13095238095238096,0.38095238095238093,0.19047619047619047,0.10714285714285714,0.08333333333333333,0.10714285714285714,Design & UI/UX Engineering
4,4,5,2,3,3,2,3,2,5,2,4,2,3,4,2,5,2,4,3,2,3,4,4,2,7,26,19,8,11,8,0.08860759493670886,0.3291139240506329,0.24050632911392406,0.10126582278481013,0.13924050632911392,0.10126582278481013,Design & UI/UX Engineering
3,2,5,5,4,3,2,3,4,4,3,4,4,3,2,2,4,4,1,3,3,3,4,4,4,8,23,17,16,9,10,0.0963855421686747,0.27710843373493976,0.20481927710843373,0.1927710843373494,0.10843373493975904,0.12048192771084337,Data / AI Engineering
4,5,5,4,2,3,3,4,1,2,3,1,4,2,4,4,4,1,3,3,3,5,3,4,3,8,30,15,11,6,10,0.1,0.375,0.1875,0.1375,0.075,0.125,Data / AI Engineering
4,2,2,4,3,1,4,3,4,2,1,4,2,2,1,4,3,3,4,4,5,2,3,1,3,11,23,8,11,11,7,0.15492957746478872,0.323943661971831,0.11267605633802817,0.15492957746478872,0.15492957746478872,0.09859154929577464,Data / AI Engineering
3,4,4,4,4,5,3,2,3,3,4,3,2,3,4,3,3,5,2,3,4,1,3,3,4,10,23,13,17,9,10,0.12195121951219512,0.2804878048780488,0.15853658536585366,0.2073170731707317,0.10975609756097561,0.12195121951219512,Data / AI Engineering
3,5,4,4,3,3,2,5,3,2,4,2,2,2,4,4,3,4,4,3,3,4,5,3,3,7,33,12,15,9,8,0.08333333333333333,0.39285714285714285,0.14285714285714285,0.17857142857142858,0.10714285714285714,0.09523809523809523,Data / AI Engineering
2,2,4,4,4,3,4,3,4,3,2,4,3,5,3,3,5,4,5,3,4,4,3,3,3,13,24,15,13,13,9,0.14942528735632185,0.27586206896551724,0.1724137931034483,0.14942528735632185,0.14942528735632185,0.10344827586206896,Data / AI Engineering
1,3,4,5,3,2,3,2,3,4,4,2,3,2,4,4,4,3,3,5,3,3,2,3,3,8,22,15,15,8,10,0.10256410256410256,0.28205128205128205,0.19230769230769232,0.19230769230769232,0.10256410256410256,0.1282051282051282,Data / AI Engineering
4,3,3,3,2,3,1,4,2,4,2,4,4,4,2,3,2,3,4,4,4,2,4,3,1,9,24,12,9,10,11,0.12,0.32,0.16,0.12,0.13333333333333333,0.14666666666666667,Data / AI Engineering
4,3,4,2,1,3,3,1,2,5,3,5,5,1,3,3,3,3,4,3,2,3,1,1,4,6,20,13,12,10,11,0.08333333333333333,0.2777777777777778,0.18055555555555555,0.16666666666666666,0.1388888888888889,0.1527777777777778,Data / AI Engineering
4,3,2,2,1,3,2,4,4,3,4,1,5,2,3,1,4,2,4,4,3,3,2,3,3,7,24,12,11,6,12,0.09722222222222222,0.3333333333333333,0.16666666666666666,0.1527777777777778,0.08333333333333333,0.16666666666666666,Data / AI Engineering
3,3,4,5,2,4,2,4,4,1,4,3,2,4,2,2,3,5,3,4,4,1,2,2,4,10,21,10,18,8,10,0.12987012987012986,0.2727272727272727,0.12987012987012986,0.23376623376623376,0.1038961038961039,0.12987012987012986,Data / AI Engineering
1,5,4,4,4,5,4,4,3,3,4,2,2,2,3,1,3,1,3,2,5,4,2,5,4,11,23,15,13,9,9,0.1375,0.2875,0.1875,0.1625,0.1125,0.1125,Data / AI Engineering
2,2,3,3,4,4,4,2,3,4,4,2,5,3,4,2,2,4,3,2,3,1,2,4,4,10,18,13,15,9,11,0.13157894736842105,0.23684210526315788,0.17105263157894737,0.19736842105263158,0.11842105263157894,0.14473684210526316,Data / AI Engineering
4,3,2,3,4,4,3,3,4,2,2,4,4,3,3,4,4,3,4,4,5,4,4,4,3,11,29,12,11,12,12,0.12643678160919541,0.3333333333333333,0.13793103448275862,0.12643678160919541,0.13793103448275862,0.13793103448275862,Data / AI Engineering
4,4,3,2,3,4,1,5,5,3,4,4,4,4,3,4,3,3,2,5,4,3,3,3,3,9,31,12,12,9,13,0.10465116279069768,0.36046511627906974,0.13953488372093023,0.13953488372093023,0.10465116279069768,0.1511627906976744,Data / AI Engineering
4,5,4,4,3,2,3,5,4,4,3,1,3,3,3,4,2,4,3,4,5,4,1,1,2,11,30,11,13,7,9,0.13580246913580246,0.37037037037037035,0.13580246913580246,0.16049382716049382,0.08641975308641975,0.1111111111111111,Data / AI Engineering
3,5,3,3,1,2,4,4,4,4,5,2,1,3,5,2,4,3,4,2,3,5,5,4,2,10,33,15,13,7,5,0.12048192771084337,0.39759036144578314,0.18072289156626506,0.1566265060240964,0.08433734939759036,0.060240963855421686,Data / AI Engineering
3,3,1,3,4,3,4,3,2,3,5,4,4,3,3,2,1,1,3,4,3,2,3,1,1,10,21,6,10,11,11,0.14492753623188406,0.30434782608695654,0.08695652173913043,0.14492753623188406,0.15942028985507245,0.15942028985507245,Data / AI Engineering
2,2,3,5,3,2,4,4,4,4,5,5,2,5,3,3,1,4,2,4,4,1,3,4,4,13,22,12,18,10,8,0.1566265060240964,0.26506024096385544,0.14457831325301204,0.21686746987951808,0.12048192771084337,0.0963855421686747,Data / AI Engineering
4,3,4,3,2,2,4,3,3,4,3,4,3,2,4,3,4,5,3,3,2,5,4,3,3,8,29,15,14,9,8,0.0963855421686747,0.3493975903614458,0.18072289156626506,0.1686746987951807,0.10843373493975904,0.0963855421686747,Data / AI Engineering
4,4,4,3,4,2,3,4,3,4,5,3,4,3,3,3,2,2,5,3,3,5,3,2,3,9,29,12,13,12,9,0.10714285714285714,0.34523809523809523,0.14285714285714285,0.15476190476190477,0.14285714285714285,0.10714285714285714,Civil Engineering
4,4,3,3,3,4,2,3,2,3,3,5,4,2,3,4,5,2,1,5,2,3,3,3,4,6,26,14,12,9,13,0.075,0.325,0.175,0.15,0.1125,0.1625,Design & UI/UX Engineering
1,4,3,4,3,3,4,3,3,1,4,3,4,2,2,2,4,5,3,4,3,3,3,4,4,9,21,12,17,9,11,0.11392405063291139,0.26582278481012656,0.1518987341772152,0.21518987341772153,0.11392405063291139,0.13924050632911392,Civil Engineering
5,2,4,2,1,3,3,5,3,2,3,2,3,3,4,4,2,3,3,2,3,2,3,2,3,9,28,10,11,6,8,0.125,0.3888888888888889,0.1388888888888889,0.1527777777777778,0.08333333333333333,0.1111111111111111,Data / AI Engineering
5,2,1,4,3,3,3,3,3,4,2,3,3,2,5,2,3,4,2,1,3,4,3,2,5,8,27,10,15,8,7,0.10666666666666667,0.36,0.13333333333333333,0.2,0.10666666666666667,0.09333333333333334,Data / AI Engineering
3,2,3,5,5,4,4,2,2,3,4,2,3,3,3,4,3,4,2,2,5,3,3,2,5,12,22,11,18,9,9,0.14814814814814814,0.2716049382716049,0.13580246913580246,0.2222222222222222,0.1111111111111111,0.1111111111111111,Data / AI Engineering
2,3,3,4,4,5,4,2,3,3,5,2,4,4,4,3,2,4,4,4,3,2,1,4,3,11,20,12,16,10,13,0.13414634146341464,0.24390243902439024,0.14634146341463414,0.1951219512195122,0.12195121951219512,0.15853658536585366,Data / AI Engineering
3,4,3,2,2,2,3,3,3,5,4,2,3,3,5,3,4,2,2,4,4,5,3,4,3,10,29,16,11,6,9,0.12345679012345678,0.35802469135802467,0.19753086419753085,0.13580246913580246,0.07407407407407407,0.1111111111111111,Data / AI Engineering
4,2,3,2,3,2,4,4,4,5,3,2,4,5,4,5,4,2,2,4,3,3,4,5,3,12,30,17,10,7,10,0.13953488372093023,0.3488372093023256,0.19767441860465115,0.11627906976744186,0.08139534883720931,0.11627906976744186,Design & UI/UX Engineering
3,3,4,4,3,4,3,2,2,2,4,4,2,3,2,3,1,4,3,4,3,2,4,3,4,9,21,10,16,10,10,0.11842105263157894,0.27631578947368424,0.13157894736842105,0.21052631578947367,0.13157894736842105,0.13157894736842105,Data / AI Engineering
3,2,4,3,1,2,3,3,4,3,3,2,2,3,4,2,4,1,2,3,5,3,3,2,3,11,24,13,10,5,7,0.15714285714285714,0.34285714285714286,0.18571428571428572,0.14285714285714285,0.07142857142857142,0.1,Data / AI Engineering
1,3,4,4,2,4,1,2,1,4,3,3,3,2,3,2,5,3,3,5,2,2,2,4,3,5,16,17,13,8,12,0.07042253521126761,0.22535211267605634,0.23943661971830985,0.18309859154929578,0.11267605633802817,0.16901408450704225,Design & UI/UX Engineering
4,5,1,4,2,2,4,2,5,4,3,4,1,3,1,2,3,3,3,2,5,3,4,1,3,12,26,9,13,9,5,0.16216216216216217,0.35135135135135137,0.12162162162162163,0.17567567567567569,0.12162162162162163,0.06756756756756757,Data / AI Engineering
2,3,4,3,2,3,3,4,3,4,2,2,2,5,2,4,3,1,2,2,4,2,4,3,3,12,24,14,9,6,7,0.16666666666666666,0.3333333333333333,0.19444444444444445,0.125,0.08333333333333333,0.09722222222222222,Data / AI Engineering
4,4,3,1,1,2,2,3,3,4,4,3,4,3,3,2,1,5,2,4,3,3,5,3,3,8,27,11,13,6,10,0.10666666666666667,0.36,0.14666666666666667,0.17333333333333334,0.08,0.13333333333333333,Data / AI Engineering
4,4,5,2,4,4,2,4,3,3,3,4,4,2,2,2,3,3,3,3,1,4,4,2,3,5,27,13,11,11,11,0.0641025641025641,0.34615384615384615,0.16666666666666666,0.14102564102564102,0.14102564102564102,0.14102564102564102,Data / AI Engineering
5,4,3,3,4,5,3,4,4,1,4,3,3,2,4,4,4,3,5,3,2,4,3,1,5,7,32,9,15,12,11,0.08139534883720931,0.37209302325581395,0.10465116279069768,0.1744186046511628,0.13953488372093023,0.12790697674418605,Data / AI Engineering
4,4,3,2,4,5,2,1,3,3,3,4,5,3,4,1,4,4,2,3,2,2,4,2,2,7,23,12,11,10,13,0.09210526315789473,0.3026315789473684,0.15789473684210525,0.14473684210526316,0.13157894736842105,0.17105263157894737,Data / AI Engineering
2,4,3,4,3,4,2,4,3,3,5,2,3,2,1,5,5,2,3,3,1,5,3,3,5,5,27,14,16,8,10,0.0625,0.3375,0.175,0.2,0.1,0.125,Data / AI Engineering
